"TIME","GEO","SEX","UNIT","Value","Flag and Footnotes"
"2013W52","Switzerland","Total","Number","1 282",""
"2013W52","United Kingdom","Total","Number",":",""
"2013W99","Belgium","Total","Number",":",""
"2013W99","Denmark","Total","Number",":",""
"2013W99","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2013W99","Spain","Total","Number",":",""
"2013W99","Italy","Total","Number",":",""
"2013W99","Sweden","Total","Number","464",""
"2013W99","Switzerland","Total","Number",":",""
"2013W99","United Kingdom","Total","Number",":",""
"2014W01","Belgium","Total","Number","2 214",""
"2014W01","Denmark","Total","Number","1 025",""
"2014W01","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2014W01","Spain","Total","Number","9 049",""
"2014W01","Italy","Total","Number","13 432",""
"2014W01","Sweden","Total","Number","1 840",""
"2014W01","Switzerland","Total","Number","1 330",""
"2014W01","United Kingdom","Total","Number",":",""
"2014W02","Belgium","Total","Number","2 200",""
"2014W02","Denmark","Total","Number","1 017",""
"2014W02","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2014W02","Spain","Total","Number","9 009",""
"2014W02","Italy","Total","Number","13 165",""
"2014W02","Sweden","Total","Number","1 787",""
"2014W02","Switzerland","Total","Number","1 295",""
"2014W02","United Kingdom","Total","Number",":",""
"2014W03","Belgium","Total","Number","2 136",""
"2014W03","Denmark","Total","Number","1 050",""
"2014W03","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2014W03","Spain","Total","Number","9 126",""
"2014W03","Italy","Total","Number","12 807",""
"2014W03","Sweden","Total","Number","1 846",""
"2014W03","Switzerland","Total","Number","1 316",""
"2014W03","United Kingdom","Total","Number",":",""
"2014W04","Belgium","Total","Number","2 090",""
"2014W04","Denmark","Total","Number","1 015",""
"2014W04","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2014W04","Spain","Total","Number","9 061",""
"2014W04","Italy","Total","Number","12 862",""
"2014W04","Sweden","Total","Number","1 758",""
"2014W04","Switzerland","Total","Number","1 327",""
"2014W04","United Kingdom","Total","Number",":",""
"2014W05","Belgium","Total","Number","2 190",""
"2014W05","Denmark","Total","Number","1 055",""
"2014W05","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2014W05","Spain","Total","Number","8 867",""
"2014W05","Italy","Total","Number","13 161",""
"2014W05","Sweden","Total","Number","1 864",""
"2014W05","Switzerland","Total","Number","1 327",""
"2014W05","United Kingdom","Total","Number",":",""
"2014W06","Belgium","Total","Number","2 225",""
"2014W06","Denmark","Total","Number","1 053",""
"2014W06","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2014W06","Spain","Total","Number","8 996",""
"2014W06","Italy","Total","Number","13 102",""
"2014W06","Sweden","Total","Number","1 887",""
"2014W06","Switzerland","Total","Number","1 288",""
"2014W06","United Kingdom","Total","Number",":",""
"2014W07","Belgium","Total","Number","2 167",""
"2014W07","Denmark","Total","Number","1 114",""
"2014W07","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2014W07","Spain","Total","Number","8 829",""
"2014W07","Italy","Total","Number","12 981",""
"2014W07","Sweden","Total","Number","1 894",""
"2014W07","Switzerland","Total","Number","1 308",""
"2014W07","United Kingdom","Total","Number",":",""
"2014W08","Belgium","Total","Number","2 196",""
"2014W08","Denmark","Total","Number","1 020",""
"2014W08","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2014W08","Spain","Total","Number","8 396",""
"2014W08","Italy","Total","Number","12 606",""
"2014W08","Sweden","Total","Number","1 784",""
"2014W08","Switzerland","Total","Number","1 358",""
"2014W08","United Kingdom","Total","Number",":",""
"2014W09","Belgium","Total","Number","2 131",""
"2014W09","Denmark","Total","Number","997",""
"2014W09","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2014W09","Spain","Total","Number","8 252",""
"2014W09","Italy","Total","Number","12 745",""
"2014W09","Sweden","Total","Number","1 792",""
"2014W09","Switzerland","Total","Number","1 371",""
"2014W09","United Kingdom","Total","Number",":",""
"2014W10","Belgium","Total","Number","2 070",""
"2014W10","Denmark","Total","Number","993",""
"2014W10","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2014W10","Spain","Total","Number","8 107",""
"2014W10","Italy","Total","Number","12 624",""
"2014W10","Sweden","Total","Number","1 746",""
"2014W10","Switzerland","Total","Number","1 343",""
"2014W10","United Kingdom","Total","Number",":",""
"2014W11","Belgium","Total","Number","2 198",""
"2014W11","Denmark","Total","Number","998",""
"2014W11","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2014W11","Spain","Total","Number","7 813",""
"2014W11","Italy","Total","Number","13 050",""
"2014W11","Sweden","Total","Number","1 693",""
"2014W11","Switzerland","Total","Number","1 304",""
"2014W11","United Kingdom","Total","Number",":",""
"2014W12","Belgium","Total","Number","2 152",""
"2014W12","Denmark","Total","Number","1 004",""
"2014W12","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2014W12","Spain","Total","Number","8 034",""
"2014W12","Italy","Total","Number","12 649",""
"2014W12","Sweden","Total","Number","1 796",""
"2014W12","Switzerland","Total","Number","1 293",""
"2014W12","United Kingdom","Total","Number",":",""
"2014W13","Belgium","Total","Number","2 048",""
"2014W13","Denmark","Total","Number","989",""
"2014W13","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2014W13","Spain","Total","Number","7 728",""
"2014W13","Italy","Total","Number","11 972",""
"2014W13","Sweden","Total","Number","1 638",""
"2014W13","Switzerland","Total","Number","1 221",""
"2014W13","United Kingdom","Total","Number",":",""
"2014W14","Belgium","Total","Number","2 175",""
"2014W14","Denmark","Total","Number","998",""
"2014W14","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2014W14","Spain","Total","Number","7 743",""
"2014W14","Italy","Total","Number","12 170",""
"2014W14","Sweden","Total","Number","1 758",""
"2014W14","Switzerland","Total","Number","1 230",""
"2014W14","United Kingdom","Total","Number",":",""
"2014W15","Belgium","Total","Number","2 028",""
"2014W15","Denmark","Total","Number","1 015",""
"2014W15","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2014W15","Spain","Total","Number","7 635",""
"2014W15","Italy","Total","Number","11 863",""
"2014W15","Sweden","Total","Number","1 652",""
"2014W15","Switzerland","Total","Number","1 222",""
"2014W15","United Kingdom","Total","Number",":",""
"2014W16","Belgium","Total","Number","1 920",""
"2014W16","Denmark","Total","Number","997",""
"2014W16","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2014W16","Spain","Total","Number","7 258",""
"2014W16","Italy","Total","Number","11 417",""
"2014W16","Sweden","Total","Number","1 700",""
"2014W16","Switzerland","Total","Number","1 205",""
"2014W16","United Kingdom","Total","Number",":",""
"2014W17","Belgium","Total","Number","2 017",""
"2014W17","Denmark","Total","Number","997",""
"2014W17","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2014W17","Spain","Total","Number","6 999",""
"2014W17","Italy","Total","Number","11 643",""
"2014W17","Sweden","Total","Number","1 644",""
"2014W17","Switzerland","Total","Number","1 144",""
"2014W17","United Kingdom","Total","Number",":",""
"2014W18","Belgium","Total","Number","1 892",""
"2014W18","Denmark","Total","Number","972",""
"2014W18","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2014W18","Spain","Total","Number","7 307",""
"2014W18","Italy","Total","Number","11 163",""
"2014W18","Sweden","Total","Number","1 675",""
"2014W18","Switzerland","Total","Number","1 202",""
"2014W18","United Kingdom","Total","Number",":",""
"2014W19","Belgium","Total","Number","1 936",""
"2014W19","Denmark","Total","Number","996",""
"2014W19","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2014W19","Spain","Total","Number","7 344",""
"2014W19","Italy","Total","Number","11 602",""
"2014W19","Sweden","Total","Number","1 742",""
"2014W19","Switzerland","Total","Number","1 217",""
"2014W19","United Kingdom","Total","Number",":",""
"2014W20","Belgium","Total","Number","2 000",""
"2014W20","Denmark","Total","Number","940",""
"2014W20","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2014W20","Spain","Total","Number","7 049",""
"2014W20","Italy","Total","Number","11 056",""
"2014W20","Sweden","Total","Number","1 635",""
"2014W20","Switzerland","Total","Number","1 153",""
"2014W20","United Kingdom","Total","Number",":",""
"2014W21","Belgium","Total","Number","1 948",""
"2014W21","Denmark","Total","Number","1 026",""
"2014W21","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2014W21","Spain","Total","Number","6 904",""
"2014W21","Italy","Total","Number","11 344",""
"2014W21","Sweden","Total","Number","1 651",""
"2014W21","Switzerland","Total","Number","1 161",""
"2014W21","United Kingdom","Total","Number",":",""
"2014W22","Belgium","Total","Number","1 957",""
"2014W22","Denmark","Total","Number","889",""
"2014W22","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2014W22","Spain","Total","Number","6 832",""
"2014W22","Italy","Total","Number","10 951",""
"2014W22","Sweden","Total","Number","1 549",""
"2014W22","Switzerland","Total","Number","1 133",""
"2014W22","United Kingdom","Total","Number",":",""
"2014W23","Belgium","Total","Number","1 948",""
"2014W23","Denmark","Total","Number","933",""
"2014W23","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2014W23","Spain","Total","Number","7 136",""
"2014W23","Italy","Total","Number","10 972",""
"2014W23","Sweden","Total","Number","1 565",""
"2014W23","Switzerland","Total","Number","1 114",""
"2014W23","United Kingdom","Total","Number",":",""
"2014W24","Belgium","Total","Number","1 898",""
"2014W24","Denmark","Total","Number","934",""
"2014W24","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2014W24","Spain","Total","Number","7 404",""
"2014W24","Italy","Total","Number","12 307",""
"2014W24","Sweden","Total","Number","1 546",""
"2014W24","Switzerland","Total","Number","1 234",""
"2014W24","United Kingdom","Total","Number",":",""
"2014W25","Belgium","Total","Number","1 853",""
"2014W25","Denmark","Total","Number","904",""
"2014W25","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2014W25","Spain","Total","Number","7 248",""
"2014W25","Italy","Total","Number","10 260",""
"2014W25","Sweden","Total","Number","1 610",""
"2014W25","Switzerland","Total","Number","1 090",""
"2014W25","United Kingdom","Total","Number",":",""
"2014W26","Belgium","Total","Number","1 865",""
"2014W26","Denmark","Total","Number","949",""
"2014W26","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2014W26","Spain","Total","Number","6 852",""
"2014W26","Italy","Total","Number","10 788",""
"2014W26","Sweden","Total","Number","1 638",""
"2014W26","Switzerland","Total","Number","1 094",""
"2014W26","United Kingdom","Total","Number",":",""
"2014W27","Belgium","Total","Number","1 867",""
"2014W27","Denmark","Total","Number","919",""
"2014W27","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2014W27","Spain","Total","Number","6 851",""
"2014W27","Italy","Total","Number","10 456",""
"2014W27","Sweden","Total","Number","1 580",""
"2014W27","Switzerland","Total","Number","1 166",""
"2014W27","United Kingdom","Total","Number",":",""
"2014W28","Belgium","Total","Number","1 853",""
"2014W28","Denmark","Total","Number","966",""
"2014W28","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2014W28","Spain","Total","Number","6 736",""
"2014W28","Italy","Total","Number","10 373",""
"2014W28","Sweden","Total","Number","1 692",""
"2014W28","Switzerland","Total","Number","1 097",""
"2014W28","United Kingdom","Total","Number",":",""
"2014W29","Belgium","Total","Number","2 039",""
"2014W29","Denmark","Total","Number","958",""
"2014W29","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2014W29","Spain","Total","Number","7 065",""
"2014W29","Italy","Total","Number","10 742",""
"2014W29","Sweden","Total","Number","1 610",""
"2014W29","Switzerland","Total","Number","1 196",""
"2014W29","United Kingdom","Total","Number",":",""
"2014W30","Belgium","Total","Number","1 999",""
"2014W30","Denmark","Total","Number","1 015",""
"2014W30","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2014W30","Spain","Total","Number","7 127",""
"2014W30","Italy","Total","Number","10 512",""
"2014W30","Sweden","Total","Number","1 674",""
"2014W30","Switzerland","Total","Number","1 161",""
"2014W30","United Kingdom","Total","Number",":",""
"2014W31","Belgium","Total","Number","1 905",""
"2014W31","Denmark","Total","Number","999",""
"2014W31","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2014W31","Spain","Total","Number","6 867",""
"2014W31","Italy","Total","Number","10 399",""
"2014W31","Sweden","Total","Number","1 659",""
"2014W31","Switzerland","Total","Number","1 182",""
"2014W31","United Kingdom","Total","Number",":",""
"2014W32","Belgium","Total","Number","1 815",""
"2014W32","Denmark","Total","Number","981",""
"2014W32","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2014W32","Spain","Total","Number","6 891",""
"2014W32","Italy","Total","Number","10 880",""
"2014W32","Sweden","Total","Number","1 607",""
"2014W32","Switzerland","Total","Number","1 071",""
"2014W32","United Kingdom","Total","Number",":",""
"2014W33","Belgium","Total","Number","1 707",""
"2014W33","Denmark","Total","Number","931",""
"2014W33","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2014W33","Spain","Total","Number","6 724",""
"2014W33","Italy","Total","Number","10 782",""
"2014W33","Sweden","Total","Number","1 590",""
"2014W33","Switzerland","Total","Number","1 116",""
"2014W33","United Kingdom","Total","Number",":",""
"2014W34","Belgium","Total","Number","1 783",""
"2014W34","Denmark","Total","Number","947",""
